,Group,Element,Action,Value,Strategy,XPath
420,Other Products,Parent / Parent-in-Law,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Parent / Parent-in-Law"")]"
421,Other Products,Spouse / Cohabitant,click,,data-testid,"//*[@data-testid=""option-1""]"
422,Other Products,Spouse / Cohabitant,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Spouse / Cohabitant"")]"
423,Other Products,Child,click,,data-testid,"//*[@data-testid=""option-2""]"
424,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[1]/div[1]/div[1]/label[2]/div[1]/div[1]
425,Other Products,hasRecommender,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[1]/div[1]/div[1]/label[2]/input[1]
426,Other Products,Select Relationship,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Select Relationship"")]"
427,Other Products,Brother,click,,data-testid,"//*[@data-testid=""option-0""]"
428,Other Products,Brother,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Brother"")]"
429,Other Products,Cousin,click,,data-testid,"//*[@data-testid=""option-1""]"
430,Other Products,Cousin,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Cousin"")]"
431,Other Products,Daughter,click,,data-testid,"//*[@data-testid=""option-2""]"
432,Other Products,Daughter,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Daughter"")]"
433,Other Products,Father,click,,data-testid,"//*[@data-testid=""option-3""]"
434,Other Products,Father,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Father"")]"
435,Other Products,Father,click,,data-testid,"//*[@data-testid=""option-3""]"
436,Other Products,RelationshipFather,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[3]
437,Other Products,Father,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Father"")]"
438,Other Products,Father-in-law,click,,data-testid,"//*[@data-testid=""option-4""]"
439,Other Products,Father-in-law,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Father-in-law"")]"
440,Other Products,Mother,click,,data-testid,"//*[@data-testid=""option-5""]"
441,Other Products,Mother,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Mother"")]"
442,Other Products,Friend,click,,data-testid,"//*[@data-testid=""option-6""]"
443,Other Products,Friend,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Friend"")]"
444,Other Products,Father-in-law,click,,data-testid,"//*[@data-testid=""option-4""]"
445,Other Products,Father-in-law,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Father-in-law"")]"
446,Other Products,Other,click,,data-testid,"//*[@data-testid=""option-8""]"
447,Other Products,Other,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Other"")]"
448,Other Products,Sister,click,,data-testid,"//*[@data-testid=""option-9""]"
449,Other Products,Sister,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Sister"")]"
450,Other Products,Son,click,,data-testid,"//*[@data-testid=""option-10""]"
451,Other Products,Son,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Son"")]"
452,Other Products,Spouse,click,,data-testid,"//*[@data-testid=""option-11""]"
453,Other Products,groupHealth,click,,name,"//input[@name=""groupHealth""]"
454,Other Products,groupHealth,Input,True,name,"//input[@name=""groupHealth""]"
455,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[3]/div[1]/div[1]/label[1]/div[1]/div[1]
456,Other Products,isSpouseCoveredByOtherPlan,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[3]/div[1]/div[1]/label[1]/input[1]
457,Other Products,isSpouseCoveredByOtherPlan,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[3]/div[1]/div[1]/label[1]/input[1]
458,Other Products,planName,click,,id,"//*[@id=""planName""]"
459,Other Products,planName,Input,ABCD,id,"//*[@id=""planName""]"
460,Other Products,insuranceCompany,click,,id,"//*[@id=""insuranceCompany""]"
461,Other Products,insuranceCompany,Input,DSCV,id,"//*[@id=""insuranceCompany""]"
462,Other Products,Select Bank,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Select Bank"")]"
463,Other Products,FIRST CITIZENS BANK,click,,data-testid,"//*[@data-testid=""option-0""]"
464,Other Products,FIRST CITIZENS BANK,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""FIRST CITIZENS BANK"")]"
465,Other Products,SCOTIA BANK,click,,data-testid,"//*[@data-testid=""option-1""]"
466,Other Products,SCOTIA BANK,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""SCOTIA BANK"")]"
467,Other Products,ROYAL BANK,click,,data-testid,"//*[@data-testid=""option-2""]"
468,Other Products,ROYAL BANK,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""ROYAL BANK"")]"
469,Other Products,CITIBANK,click,,data-testid,"//*[@data-testid=""option-3""]"
470,Other Products,CITIBANK,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""CITIBANK"")]"
471,Other Products,BANK OF BARODA,click,,data-testid,"//*[@data-testid=""option-4""]"
472,Other Products,BANK OF BARODA,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""BANK OF BARODA"")]"
473,Other Products,CENTRAL BANK,click,,data-testid,"//*[@data-testid=""option-5""]"
474,Other Products,CENTRAL BANK,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""CENTRAL BANK"")]"
475,Other Products,CENTRAL BANK,click,,data-testid,"//*[@data-testid=""option-5""]"
476,Other Products,CENTRAL BANK,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""CENTRAL BANK"")]"
477,Other Products,JMMB,click,,data-testid,"//*[@data-testid=""option-6""]"
478,Other Products,JMMB,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""JMMB"")]"
479,Other Products,REPUBLIC BANK,click,,data-testid,"//*[@data-testid=""option-7""]"
480,Other Products,branchName,click,,id,"//*[@id=""branchName""]"
481,Other Products,branchName,Input,TRINCITY,id,"//*[@id=""branchName""]"
482,Other Products,accountNo,click,,id,"//*[@id=""accountNo""]"
483,Other Products,accountNo,Input,233244224445553,id,"//*[@id=""accountNo""]"
484,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[5]/div[2]/div[1]/div[1]/label[1]/div[1]
485,Other Products,accountType,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[5]/div[2]/div[1]/div[1]/label[1]/input[1]
486,Other Products,accountType,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[5]/div[2]/div[1]/div[1]/label[1]/input[1]
487,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[5]/div[2]/div[1]/div[1]/label[2]/div[1]/div[1]
488,Other Products,accountType,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[5]/div[2]/div[1]/div[1]/label[2]/input[1]
489,Other Products,accountType,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[5]/div[2]/div[1]/div[1]/label[2]/input[1]
490,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/div[1]
491,Other Products,addDependent,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
492,Other Products,addDependent,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
493,Other Products,1,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""1"")]"
494,Other Products,1,click,,data-testid,"//*[@data-testid=""option-0""]"
495,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[2]/div[1]/div[1]/div[1]/label[1]/div[1]
496,Other Products,dependent-0-isTecuMember,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[2]/div[1]/div[1]/div[1]/label[1]/input[1]
497,Other Products,dependent-0-isTecuMember,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[2]/div[1]/div[1]/div[1]/label[1]/input[1]
498,Other Products,Choose an option,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[2]/div[2]/div[1]/button[1]
499,Other Products,Passport,click,,data-testid,"//*[@data-testid=""option-0""]"
500,Other Products,Select File,click,,class,"//label[contains(@class, ""border"")]"
501,Other Products,dependent-0-upload,click,,id,"//*[@id=""dependent-0-upload""]"
502,Other Products,dependent-0-upload,Input,C:\fakepath\AVINASH_PASS.png,id,"//*[@id=""dependent-0-upload""]"
503,Other Products,Reset,click,,class,"//div[contains(@class, ""sm:w-auto"")]"
504,Other Products,svg,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[2]/div[4]/div[1]/div[1]/svg[1]
505,Other Products,customerId,click,,id,"//*[@id=""customerId""]"
506,Other Products,customerId,Input,121676,id,"//*[@id=""customerId""]"
507,Other Products,:r39:-year,click,,id,"//*[@id="":r39:-year""]"
508,Other Products,Search,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Search"")]"
509,Other Products,Select relation,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Select relation"")]"
510,Other Products,Spouse,click,,data-testid,"//*[@data-testid=""option-0""]"
511,Other Products,Spouse,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[6]/div[1]/div[2]/div[4]/div[3]/div[1]/button[1]
512,Other Products,Child,click,,data-testid,"//*[@data-testid=""option-1""]"
513,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[1]/div[1]/div[1]/div[1]/label[1]/div[1]/div[1]
514,Other Products,beneficiary,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
515,Other Products,beneficiary,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
516,Other Products,1,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[1]/div[2]/div[1]/div[1]/button[1]
517,Other Products,1,click,,data-testid,"//*[@data-testid=""option-0""]"
518,Other Products,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[1]/div[1]/div[1]/label[1]/div[1]/div[1]
519,Other Products,beneficiary-0-isTecuMember,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[1]/div[1]/div[1]/label[1]/input[1]
520,Other Products,beneficiary-0-isTecuMember,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[1]/div[1]/div[1]/label[1]/input[1]
521,Other Products,Choose an option,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[2]/div[1]/button[1]
522,Other Products,Passport,click,,data-testid,"//*[@data-testid=""option-0""]"
523,Other Products,Select File,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[3]/div[1]/div[1]/div[1]/label[1]
524,Other Products,beneficiary-0-upload,click,,id,"//*[@id=""beneficiary-0-upload""]"
525,Other Products,beneficiary-0-upload,Input,C:\fakepath\AVINASH_PASS.png,id,"//*[@id=""beneficiary-0-upload""]"
526,Other Products,Select relation,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Select relation"")]"
527,Other Products,svg,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[4]/div[1]/div[1]/svg[1]
528,Other Products,customerId,click,,id,"//*[@id=""customerId""]"
529,Other Products,customerId,Input,121670,id,"//*[@id=""customerId""]"
530,Other Products,:r3p:-year,click,,id,"//*[@id="":r3p:-year""]"
531,Other Products,Search,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Search"")]"
532,Other Products,Select relation,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Select relation"")]"
533,Other Products,Other,click,,data-testid,"//*[@data-testid=""option-11""]"
534,Other Products,Other,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Other"")]"
535,Other Products,Friend,click,,data-testid,"//*[@data-testid=""option-10""]"
536,Other Products,Friend,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Friend"")]"
537,Other Products,Cousin,click,,data-testid,"//*[@data-testid=""option-9""]"
538,Other Products,Cousin,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Cousin"")]"
539,Other Products,Sister,click,,data-testid,"//*[@data-testid=""option-8""]"
540,Other Products,Sister,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Sister"")]"
541,Other Products,Brother,click,,data-testid,"//*[@data-testid=""option-7""]"
542,Other Products,Brother,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Brother"")]"
543,Other Products,Spouse,click,,data-testid,"//*[@data-testid=""option-6""]"
544,Other Products,Spouse,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[4]/div[3]/div[1]/button[1]
545,Other Products,Mother-In-Law,click,,data-testid,"//*[@data-testid=""option-5""]"
546,Other Products,Mother-in-Law,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Mother-in-Law"")]"
547,Other Products,Mother,click,,data-testid,"//*[@data-testid=""option-4""]"
548,Other Products,Mother,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Mother"")]"
549,Other Products,Father-In-Law,click,,data-testid,"//*[@data-testid=""option-3""]"
550,Other Products,Father-in-Law,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Father-in-Law"")]"
551,Other Products,Father,click,,data-testid,"//*[@data-testid=""option-2""]"
552,Other Products,Father,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Father"")]"
553,Other Products,Son,click,,data-testid,"//*[@data-testid=""option-1""]"
554,Other Products,Son,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Son"")]"
555,Other Products,Daughter,click,,data-testid,"//*[@data-testid=""option-0""]"
556,Other Products,beneficiaryPercentage0,click,,id,"//*[@id=""beneficiaryPercentage0""]"
557,Other Products,beneficiaryPercentage0,Input,100,id,"//*[@id=""beneficiaryPercentage0""]"
558,Other Products,beneficiaryDocumentId0,click,,id,"//*[@id=""beneficiaryDocumentId0""]"
559,Other Products,TRINIDAD AND TOBAGO,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[6]/div[1]/div[1]/button[1]/span[1]
560,Other Products,TRINIDAD AND TOBAGO,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[6]/div[1]/div[1]/button[1]
561,Other Products,2017-10-17,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[6]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]
562,Other Products,2027-10-16,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[6]/div[2]/div[7]/div[2]/div[6]/div[3]/div[1]/div[1]/div[1]/div[1]/div[1]
563,Other Products,isAllInformationCorrect,click,,name,"//input[@name=""isAllInformationCorrect""]"
564,Other Products,isAllInformationCorrect,Input,True,name,"//input[@name=""isAllInformationCorrect""]"
565,Other Products,isTermsAndConditionsAccepted,click,,name,"//input[@name=""isTermsAndConditionsAccepted""]"
566,Other Products,Accept,click,,text,"//button[contains(., ""Accept"")]"
567,Other Products,Save & Continue,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Save & Continue"")]"
568,Other Products,svg,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[5]/div[2]/div[1]/div[1]/svg[1]
569,Other Products,customerId,click,,id,"//*[@id=""customerId""]"
570,Other Products,customerId,Input,121671,id,"//*[@id=""customerId""]"
571,Other Products,:r3t:-month,click,,id,"//*[@id="":r3t:-month""]"
572,Other Products,:r3t:-year,click,,id,"//*[@id="":r3t:-year""]"
573,Other Products,Search,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Search"")]"
574,Other Products,Select Relationship,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Select Relationship"")]"
575,Other Products,Brother,click,,data-testid,"//*[@data-testid=""option-0""]"
576,Other Products,Save & Continue,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Save & Continue"")]"
577,Other Products,phoneNumber-1,click,,id,"//*[@id=""phoneNumber-1""]"
578,Other Products,Choose an option,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[2]/div[1]/button[1]
579,Other Products,Passport,click,,data-testid,"//*[@data-testid=""option-2""]"
580,Other Products,Select Document,click,,class,"//label[contains(@class, ""hover:bg-[#cf6d18]"")]"
581,Other Products,upload-input-1,click,,id,"//*[@id=""upload-input-1""]"
582,Other Products,upload-input-1,Input,C:\fakepath\AVINASH_PASS.png,id,"//*[@id=""upload-input-1""]"
583,Other Products,address-1,click,,id,"//*[@id=""address-1""]"
584,Other Products,address-1,Input,7 BLEAK ST,id,"//*[@id=""address-1""]"
585,Other Products,firstName-1,click,,id,"//*[@id=""firstName-1""]"
586,Other Products,middleName-1,click,,id,"//*[@id=""middleName-1""]"
587,Other Products,lastName-1,click,,id,"//*[@id=""lastName-1""]"
588,Other Products,address-1,click,,id,"//*[@id=""address-1""]"
589,Other Products,TRINIDAD AND TOBAGO,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[5]/div[5]/div[1]/button[1]/span[1]
590,Other Products,TRINIDAD AND TOBAGO,click,,data-testid,"//*[@data-testid=""option-0""]"
591,Other Products,Male,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[5]/div[6]/div[1]/button[1]
592,Other Products,Male,click,,data-testid,"//*[@data-testid=""option-0""]"
593,Other Products,Male,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[5]/div[6]/div[1]/button[1]
594,Other Products,Female,click,,data-testid,"//*[@data-testid=""option-1""]"
595,Other Products,phoneNumber-1,click,,id,"//*[@id=""phoneNumber-1""]"
596,Other Products,phoneNumber-1,Input,154-1141,id,"//*[@id=""phoneNumber-1""]"
597,Other Products,emailAddress-1,click,,id,"//*[@id=""emailAddress-1""]"
598,Other Products,Choose an option,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[5]/div[9]/div[1]/button[1]
599,Other Products,Parent / Parent-in-Law,click,,data-testid,"//*[@data-testid=""option-0""]"
600,Other Products,Parent / Parent-in-Law,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Parent / Parent-in-Law"")]"
601,Other Products,Child,click,,data-testid,"//*[@data-testid=""option-2""]"
602,Other Products,Child,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[5]/div[9]/div[1]/button[1]
603,Other Products,Spouse / Cohabitant,click,,data-testid,"//*[@data-testid=""option-1""]"
604,Other Products,documentId-1,click,,id,"//*[@id=""documentId-1""]"
605,Other Products,TRINIDAD AND TOBAGO,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[7]/div[1]/div[1]/button[1]
606,Other Products,TRINIDAD AND TOBAGO,click,,data-testid,"//*[@data-testid=""option-0""]"
607,Other Products,2017-10-17,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[7]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]
608,Other Products,2027-10-16,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[2]/div[7]/div[3]/div[1]/div[1]/div[1]/div[1]/div[1]
609,Other Products,Save & Continue,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Save & Continue"")]"
610,Other Products,Choose an option,click,,data-testid+text,"//*[@data-testid=""dropdown-button"" and contains(., ""Choose an option"")]"
611,Other Products,Passport,click,,data-testid,"//*[@data-testid=""option-2""]"
612,Other Products,Select Document,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[4]/div[2]/div[11]/div[1]/div[3]/div[3]/div[1]/label[1]
613,Other Products,upload-input-0,click,,id,"//*[@id=""upload-input-0""]"
614,Other Products,upload-input-0,Input,C:\fakepath\AVINASH_PASS.png,id,"//*[@id=""upload-input-0""]"
615,Other Products,Save & Continue,click,,data-testid+text,"//*[@data-testid=""button"" and contains(., ""Save & Continue"")]"
616,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/div[1]/div[1]
617,PEP / FATCA,isHeadOfState,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
618,PEP / FATCA,isHeadOfState,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/input[1]
619,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/label[2]/div[1]/div[1]
620,PEP / FATCA,isHeadOfState,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/label[2]/input[1]
621,PEP / FATCA,isHeadOfState,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/label[2]/input[1]
622,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/label[1]/div[1]
623,PEP / FATCA,isHeadOfGovt,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/label[1]/input[1]
624,PEP / FATCA,isHeadOfGovt,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/label[1]/input[1]
625,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/label[2]/div[1]/div[1]
626,PEP / FATCA,isHeadOfGovt,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/label[2]/input[1]
627,PEP / FATCA,isHeadOfGovt,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]/label[2]/input[1]
628,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[3]/div[2]/div[1]/label[1]/div[1]
629,PEP / FATCA,isSenPolitician,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[3]/div[2]/div[1]/label[1]/input[1]
630,PEP / FATCA,isSenPolitician,Input,true,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[3]/div[2]/div[1]/label[1]/input[1]
631,PEP / FATCA,div,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[3]/div[2]/div[1]/label[2]/div[1]
632,PEP / FATCA,isSenPolitician,click,,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[3]/div[2]/div[1]/label[2]/input[1]
633,PEP / FATCA,isSenPolitician,Input,false,absolute,/html/body/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[3]/div[2]/div[1]/label[2]/input[1]
